,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Order Code,Order Date,Customer Name ,Address,City,State,Customer Type,Medical Sales Reprensentative,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Shipping Date,Cost_Price,Retal_Price,Profit_Margin3,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Sub-Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8260-1,5/29/2021,Sahil Kumar,"Redwood Lane, Suite 505, Building B, by Oak Grove Park",Delhi,Delhi,Corporate,Vikram Sharma,High,Hot and cold therapy packs,Consumables,Large Pack,Regular Air,6/2/2021,1.84,$2.88,1.04,24,$44.16,7%,$3.09,$41.07,$0.99,$42.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8261-1,5/31/2021,Sandeep Yadav,"Cedar Trail Road, Apartment 9B, Building A, near Lakeside Mall",Kolkata,Kolkata,Corporate,Anjali Mehta,Not Specified,Physiotherapy equipment,Pharmaceuticals,Jumbo Pack,Express Air,6/9/2021,8.82,$20.99,12.17,18,$158.76,0%,$0.00,$158.76,$4.81,$163.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8262-1,5/31/2021,Sanjana Sharma,"Pinewood Avenue, Suite 304, Building D, close to Riverfront Park",Kolkata,Kolkata,Consumer,Vikram Sharma,Medium,Microscopes,Consumables,Jumbo Pack,Regular Air,7/11/2021,1.87,$8.12,6.25,3,$5.61,3%,$0.17,$5.44,$2.83,$8.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8263-1,5/31/2021,Sanjay Yadav,"Maple Lane, Apartment 7A, Building C, opposite Blue Ridge",Delhi,Delhi,Home Office,Karan Iyer,Low,Centrifuges,Pharmaceuticals,Jumbo Pack,Regular Air,6/20/2021,14.95,$34.76,19.81,43,$642.85,8%,$51.43,$591.42,$8.22,$599.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8264-1,6/1/2021,Sanya Mehta,"Shady Meadows Road, Suite 610, Building E, near Sunset Bay",Mumbai,Maharashtra,Corporate,Vikram Sharma,Low,Petri dishes,Pharmaceuticals,Medium pack,Regular Air,7/12/2021,4.19,$10.23,6.04,35,$146.65,1%,$1.47,$145.18,$4.68,$149.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8265-1,6/8/2021,Sarbjeet Rathi,"Sunset Valley Road, Unit 3B, Building F, beside Crystal Springs Park",Mumbai,Maharashtra,Consumer,Arjun Desai,Critical,Pipettes,Pharmaceuticals,Small pack,Regular Air,6/12/2021,62.4,$155.99,93.59,21,"$1,310.40",8%,$104.83,"$1,205.57",$8.08,"$1,213.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8266-1,6/8/2021,Shalini Kumar,"Pinecrest Road, Building A, near Blue River Park",Kolkata,Kolkata,Home Office,Neha Gupta,Not Specified,Lab coats,Medical equipment,Medium pack,Regular Air,7/29/2021,377.99,$599.99,222,41,"$15,497.59",9%,"$1,394.78","$14,102.81",$24.49,"$14,127.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8267-1,6/10/2021,Shivani Rathi,"Oak Ridge Avenue, Building C, next to Riverhill Mall",Delhi,Delhi,Corporate,Sanjay Joshi,Critical,Safety goggles,Consumables,Jumbo Pack,Regular Air,7/9/2021,99.39,$162.93,63.54,36,"$3,578.04",9%,$322.02,"$3,256.02",$19.99,"$3,276.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8268-1,6/10/2021,Shivendra Yadav,"Cedarwood Lane, Building D, by Sunset Valley",Mumbai,Maharashtra,Corporate,Vikram Sharma,Low,Test kits,Medical equipment,Jumbo Pack,Regular Air,7/17/2021,3.52,$5.68,2.16,8,$28.16,5%,$1.41,$26.75,$1.39,$28.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8269-1,6/11/2021,Shubham Mehta,"Willow Park Boulevard, Building E, near Forest Grove",Mumbai,Maharashtra,Consumer,Arjun Desai,Low,Pulse oximeters  ,Consumables,Large Pack,Regular Air,7/9/2021,3.51,$8.57,5.06,22,$77.22,10%,$7.72,$69.50,$6.14,$75.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8270-1,6/11/2021,Shruti Yadav,"Rosewood Crescent, Building C, near Maple Hill Park",Kolkata,Kolkata,Consumer,Priya Reddy,High,Suction machines  ,Pharmaceuticals,Jumbo Pack,Express Air,6/14/2021,0.93,$1.60,0.67,24,$22.32,4%,$0.89,$21.43,$1.29,$22.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8271-1,6/13/2021,Siddhi Rathi,"Riverstone Parkway, Building D, near Sunset Lake",Delhi,Delhi,Corporate,Karan Iyer,Not Specified,Fetal dopplers  ,Consumables,Small pack,Regular Air,6/22/2021,5.5,$12.22,6.72,8,$44.00,10%,$4.40,$39.60,$2.85,$42.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8272-1,6/14/2021,Simran Kumar,"Pinewood Drive, Building E, close to Riverbend Park",Mumbai,Maharashtra,Home Office,Vikram Sharma,High,Autoclaves  ,Pharmaceuticals,Small pack,Regular Air,6/27/2021,1.31,$2.84,1.53,23,$30.13,6%,$1.81,$28.32,$0.93,$29.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8273-1,6/20/2021,Sonia Sharma,"Cedar Valley Road, Building C, beside Green Meadow",Kolkata,Kolkata,Small Business,Vikram Sharma,Not Specified,Dental chairs  ,Medical equipment,Small pack,Regular Air,7/19/2021,4.59,$7.28,2.69,16,$73.44,7%,$5.14,$68.30,$11.15,$79.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8274-1,6/21/2021,Srikant Yadav,"Maple Grove Street, Building B, near Oakwood Mall",Delhi,Delhi,Corporate,Aditi Kapoor,Medium,Scalpel blades  ,Consumables,Small pack,Regular Air,7/16/2021,2.25,$3.69,1.44,42,$94.50,6%,$5.67,$88.83,$2.50,$91.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8275-1,6/25/2021,Suman Kumar,"Willowbrook Road, Building E, opposite Valley Springs",Mumbai,Maharashtra,Consumer,Aarav Patel,High,Forceps  ,Pharmaceuticals,Medium pack,Express Air,7/17/2021,1.18,$1.88,0.7,5,$5.90,8%,$0.47,$5.43,$1.49,$6.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8276-1,6/27/2021,Sushant Sharma,"Redwood Crest Boulevard, Building D, near Birch Grove",Kolkata,Kolkata,Corporate,Vikram Sharma,Medium,Scissors  ,Consumables,Large Pack,Regular Air,7/3/2021,3.65,$5.98,2.33,50,$182.50,2%,$3.65,$178.85,$1.49,$180.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8277-1,6/27/2021,Swati Yadav,"Shady Pines Drive, Building A, near Riverwalk Park",Delhi,Delhi,Corporate,Vikram Sharma,High,Retractors  ,Pharmaceuticals,Jumbo Pack,Regular Air,7/19/2021,1.53,$2.78,1.25,44,$67.32,7%,$4.71,$62.61,$1.34,$63.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8278-1,6/27/2021,Tanmay Mehta,"Riverwood Avenue, Building F, by Pinecrest Mall",Mumbai,Maharashtra,Corporate,Karan Iyer,Not Specified,Needle holders  ,Medical equipment,Large Pack,Regular Air,7/6/2021,2.18,$3.52,1.34,1,$2.18,4%,$0.09,$2.09,$6.83,$8.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8279-1,6/28/2021,Tanu Jain,"Oak Valley Parkway, Building C, near Willowbrook Park",Kolkata,Kolkata,Small Business,Aditi Kapoor,Medium,Sutures  ,Consumables,Small pack,Express Air,6/29/2021,2.45,$3.89,1.44,32,$78.40,10%,$7.84,$70.56,$7.01,$77.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8280-1,6/28/2021,Tejas Sharma,"Cedar Ridge Drive, Building E, near Maple Woods",Delhi,Delhi,Corporate,Simran Bansal,Medium,Bone saws  ,Pharmaceuticals,Medium pack,Regular Air,7/24/2021,1.84,$2.88,1.04,25,$46.00,4%,$1.84,$44.16,$1.49,$45.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8281-1,6/28/2021,Umesh Rathi,"Pine Springs Road, Building D, near Crystal Falls",Mumbai,Maharashtra,Corporate,Arjun Desai,Not Specified,Hemostats  ,Pharmaceuticals,Large Pack,Regular Air,7/11/2021,6.51,$30.98,24.47,6,$39.06,1%,$0.39,$38.67,$6.50,$45.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8282-1,6/29/2021,Vanshika Yadav,"Maple Ridge Parkway, Building C, near Valley Park",Kolkata,Kolkata,Home Office,Arjun Desai,Low,Surgical staplers  ,Medical equipment,Jumbo Pack,Regular Air,7/7/2021,1.84,$2.88,1.04,49,$90.16,1%,$0.90,$89.26,$0.99,$90.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8283-1,7/2/2021,Vasundhara Sharma,"Willow Springs Lane, Building E, opposite Sunset Hill",Delhi,Delhi,Home Office,Simran Bansal,Low,Electrocautery pens  ,Pharmaceuticals,Small pack,Regular Air,8/17/2021,5.5,$12.22,6.72,46,$253.00,3%,$7.59,$245.41,$2.85,$248.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8284-1,7/2/2021,Vikas Kumar,"Redwood Avenue, Building B, next to Pineview Park",Kolkata,Kolkata,Home Office,Aditi Kapoor,Critical,IV bags  ,Pharmaceuticals,Medium pack,Regular Air,7/15/2021,11.11,$19.84,8.73,1,$11.11,5%,$0.56,$10.55,$4.10,$14.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8285-1,7/4/2021,Vikram Yadav,"Shady Grove Street, Building C, near Rivercrest",Delhi,Delhi,Corporate,Aarav Patel,Not Specified,Catheters  ,Medical equipment,Large Pack,Regular Air,8/25/2021,11.38,$18.65,7.27,44,$500.72,3%,$15.02,$485.70,$3.77,$489.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8286-1,7/4/2021,Vinay Rathi,"Cedarwood Avenue, Building F, by Mountain View",Mumbai,Maharashtra,Corporate,Anjali Mehta,High,Syringes  ,Consumables,Jumbo Pack,Regular Air,7/31/2021,2.74,$4.49,1.75,15,$41.10,5%,$2.06,$39.05,$1.49,$40.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8287-1,7/5/2021,Vishal Sharma,"Pinehurst Lane, Building E, near Willow Oaks",Mumbai,Maharashtra,Home Office,Aarav Patel,Critical,Hypodermic needles  ,Medical equipment,Jumbo Pack,Regular Air,7/6/2021,8.82,$20.99,12.17,49,$432.18,6%,$25.93,$406.25,$4.81,$411.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8288-1,7/9/2021,Vishnu Yadav,"Maplewood Crescent, Building D, near Crystal Creek",Kolkata,Kolkata,Home Office,Simran Bansal,Not Specified,Adhesive bandages  ,Consumables,Jumbo Pack,Regular Air,7/23/2021,56.16,$136.98,80.82,7,$393.12,2%,$7.86,$385.26,$24.49,$409.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8289-1,7/11/2021,Yashika Kumar,"Willow Ridge Road, Building C, by River View Park",Delhi,Delhi,Small Business,Sneha Kumar,Medium,Gauze pads  ,Pharmaceuticals,Medium pack,Regular Air,8/15/2021,0.94,$1.88,0.94,22,$20.68,7%,$1.45,$19.23,$0.79,$20.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8290-1,7/12/2021,Yogesh Rathi,"Sunset Parkway, Building E, near Oakridge Gardens",Mumbai,Maharashtra,Home Office,Sneha Kumar,Low,Medical tapes  ,Consumables,Small pack,Regular Air,8/12/2021,11.04,$16.98,5.94,1,$11.04,3%,$0.33,$10.71,$12.39,$23.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8291-1,7/14/2021,Zoya Sharma,"Oakwood Drive, Building F, opposite Maple Grove",Kolkata,Kolkata,Small Business,Aarav Patel,Low,Cotton rolls  ,Pharmaceuticals,Medium pack,Express Air,7/23/2021,3.48,$5.43,1.95,48,$167.04,5%,$8.35,$158.69,$0.95,$159.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8292-1,7/15/2021,Aarushi Yadav,"Cedar Park Boulevard, Building C, near Golden Oaks",Delhi,Delhi,Consumer,Priya Reddy,Low,Alcohol swabs  ,Pharmaceuticals,Jumbo Pack,Regular Air,8/16/2021,5.22,$9.85,4.63,21,$109.62,10%,$10.96,$98.66,$4.82,$103.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8293-1,7/16/2021,Aayush Kumar,"Pine Ridge Lane, Building B, near Sunset Bay",Mumbai,Maharashtra,Corporate,Vikram Sharma,Low,Sterile gloves  ,Pharmaceuticals,Jumbo Pack,Regular Air,8/2/2021,0.92,$1.81,0.89,48,$44.16,2%,$0.88,$43.28,$1.56,$44.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8294-1,7/17/2021,Abhishek Rathi,"Shady Valley Road, Building E, beside Cedar Park",Kolkata,Kolkata,Small Business,Arjun Desai,High,Surgical drapes  ,Medical equipment,Large Pack,Regular Air,8/6/2021,2.41,$3.71,1.3,13,$31.33,6%,$1.88,$29.45,$1.93,$31.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8295-1,7/18/2021,Aditya Kumar,"Riverbend Street, Building D, near Pine Ridge",Delhi,Delhi,Corporate,Simran Bansal,High,Face masks  ,Consumables,Jumbo Pack,Regular Air,8/26/2021,2.5,$5.68,3.18,21,$52.50,7%,$3.68,$48.83,$3.60,$52.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8296-1,7/18/2021,Aftab Yadav,"Maple Grove Lane, Building C, by Riverstone Park",Kolkata,Kolkata,Corporate,Anjali Mehta,High,PPE kits  ,Medical equipment,Small pack,Regular Air,9/15/2021,2.26,$3.58,1.32,43,$97.18,8%,$7.77,$89.41,$5.47,$94.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8297-1,7/19/2021,Akansha Sharma,"Willow Park Crescent, Building F, near Valley View",Kolkata,Kolkata,Small Business,Vikram Sharma,Medium,Caps and shoe covers  ,Consumables,Small pack,Regular Air,8/20/2021,3.5,$5.74,2.24,41,$143.50,8%,$11.48,$132.02,$5.01,$137.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8298-1,7/20/2021,Ankush Mehta,"Cedarcrest Boulevard, Building E, near Golden Ridge",Delhi,Delhi,Consumer,Aditi Kapoor,Critical,Thermometers  ,Pharmaceuticals,Small pack,Regular Air,7/31/2021,4.1,$9.31,5.21,26,$106.60,6%,$6.40,$100.20,$3.98,$104.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8299-1,7/23/2021,Anupama Yadav,"Pinewood Boulevard, Building D, close to Oak Gardens",Mumbai,Maharashtra,Home Office,Aarav Patel,Low,Test tubes  ,Consumables,Jumbo Pack,Regular Air,9/6/2021,32.02,$152.48,120.46,14,$448.28,3%,$13.45,$434.83,$4.00,$438.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8300-1,7/23/2021,Arvind Kumar,"Redwood Grove Drive, Building C, near Riverfront Park",Mumbai,Maharashtra,Corporate,Aarav Patel,Not Specified,Blood collection bags  ,Pharmaceuticals,Jumbo Pack,Express Air,9/10/2021,3.32,$5.18,1.86,1,$3.32,0%,$0.00,$3.32,$2.04,$5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8301-1,7/23/2021,Ashok Mehta,"Cedar Lane, Building F, next to Pinecrest Park",Kolkata,Kolkata,Consumer,Vikram Sharma,Critical,Lancets  ,Medical equipment,Medium pack,Regular Air,8/29/2021,1.18,$1.88,0.7,8,$9.44,5%,$0.47,$8.97,$1.49,$10.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8302-1,7/24/2021,Avinash Yadav,"Willowbrook Parkway, Building B, near Sunset Ridge",Delhi,Delhi,Home Office,Vikram Sharma,High,Wound dressings  ,Consumables,Small pack,Regular Air,9/18/2021,1.19,$1.98,0.79,21,$24.99,1%,$0.25,$24.74,$4.77,$29.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8303-1,7/24/2021,Bharat Sharma,"Oak Meadow Road, Building E, near Crystal Springs",Mumbai,Maharashtra,Corporate,Arjun Desai,High,Reagents  ,Pharmaceuticals,Medium pack,Regular Air,8/1/2021,1.76,$2.94,1.18,35,$61.60,9%,$5.54,$56.06,$0.81,$56.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8304-1,7/25/2021,Banshi Yadav,"Pinehill Street, Building C, near Riverbank Plaza",Mumbai,Maharashtra,Home Office,Anjali Mehta,Critical,Culture media  ,Consumables,Jumbo Pack,Regular Air,7/31/2021,1.98,$3.15,1.17,17,$33.66,5%,$1.68,$31.98,$0.49,$32.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8305-1,7/26/2021,Chandresh Patel,"Maple Valley Road, Building D, by Willow Heights",Kolkata,Kolkata,Consumer,Neha Gupta,Medium,Beakers and flasks  ,Pharmaceuticals,Jumbo Pack,Express Air,8/21/2021,4.59,$7.28,2.69,20,$91.80,10%,$9.18,$82.62,$11.15,$93.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8306-1,7/26/2021,Charulata Mehta,"Rivercrest Lane, Building E, near Sunset Falls",Delhi,Delhi,Corporate,Arjun Desai,High,Blood analyzers  ,Medical equipment,Large Pack,Regular Air,8/28/2021,4.53,$7.30,2.77,12,$54.36,3%,$1.63,$52.73,$7.72,$60.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8307-1,7/29/2021,Chhavi Kumar,"Shady Brook Avenue, Building F, close to Cedar Park",Mumbai,Maharashtra,Corporate,Vikram Sharma,High,Hand sanitizers  ,Consumables,Jumbo Pack,Regular Air,8/18/2021,1.53,$2.78,1.25,38,$58.14,10%,$5.81,$52.33,$1.34,$53.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8308-1,7/29/2021,Deeksha Yadav,"Cedar Ridge Road, Building D, by Golden Ridge",Kolkata,Kolkata,Home Office,Neha Gupta,Not Specified,Surface disinfectants  ,Pharmaceuticals,Small pack,Regular Air,9/10/2021,54.29,$90.48,36.19,15,$814.35,1%,$8.14,$806.21,$19.99,$826.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8309-1,7/30/2021,Deepa Sharma,"Oak Springs Boulevard, Building C, near Riverfront",Delhi,Delhi,Home Office,Arjun Desai,High,Cleaning mops  ,Pharmaceuticals,Small pack,Express Air,9/22/2021,2.29,$3.69,1.4,48,$109.92,10%,$10.99,$98.93,$0.50,$99.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8310-1,7/30/2021,Dinesh Mehta,"Pineview Avenue, Building F, next to Oakwood Plaza",Mumbai,Maharashtra,Home Office,Simran Bansal,Medium,Waste disposal bins  ,Medical equipment,Small pack,Express Air,9/24/2021,14.7,$29.99,15.29,27,$396.90,5%,$19.85,$377.06,$5.50,$382.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8311-1,8/1/2021,Divya Rathi,"Willow Street, Building B, near Pinehill Park",Kolkata,Kolkata,Home Office,Aarav Patel,Critical,Hazardous waste bags  ,Pharmaceuticals,Small pack,Regular Air,8/15/2021,42.11,$80.98,38.87,22,$926.42,10%,$92.64,$833.78,$7.18,$840.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8312-1,8/2/2021,Ekta Patel,"Cedar Grove Avenue, Building E, near Crystal Springs",Delhi,Delhi,Home Office,Karan Iyer,Not Specified,Air purifiers  ,Pharmaceuticals,Medium pack,Regular Air,8/25/2021,216,$449.99,233.99,29,"$6,264.00",0%,$0.00,"$6,264.00",$24.49,"$6,288.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8313-1,8/2/2021,Firoz Khan,"Redwood Drive, Building C, by Oak Meadows",Mumbai,Maharashtra,Consumer,Vikram Sharma,Not Specified,UV sterilizers  ,Medical equipment,Large Pack,Regular Air,8/23/2021,12.39,$19.98,7.59,44,$545.16,7%,$38.16,$507.00,$5.77,$512.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8314-1,8/3/2021,Gaurav Yadav,"Shady Oaks Parkway, Building F, near Willowwood Park",Kolkata,Kolkata,Corporate,Sneha Kumar,Low,First aid kits  ,Consumables,Jumbo Pack,Regular Air,8/25/2021,1.33,$2.08,0.75,20,$26.60,10%,$2.66,$23.94,$1.49,$25.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8315-1,8/7/2021,Gaurika Sharma,"Pine Ridge Crescent, Building D, by Crystal Falls",Delhi,Delhi,Corporate,Pooja Nair,Critical,Emergency blankets  ,Medical equipment,Large Pack,Regular Air,10/5/2021,2.59,$3.98,1.39,16,$41.44,9%,$3.73,$37.71,$2.97,$40.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8316-1,8/8/2021,Geeta Kumar,"River Oaks Road, Building A, next to Maple Hills",Mumbai,Maharashtra,Corporate,Anjali Mehta,High,Fire extinguishers  ,Consumables,Small pack,Express Air,9/15/2021,5.33,$8.60,3.27,15,$79.95,4%,$3.20,$76.75,$6.19,$82.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8317-1,8/11/2021,Gokul Patel,"Willowcreek Boulevard, Building C, near Sunset Meadows",Kolkata,Kolkata,Consumer,Neha Gupta,High,Splints  ,Pharmaceuticals,Medium pack,Regular Air,8/15/2021,377.99,$599.99,222,46,"$17,387.54",7%,"$1,217.13","$16,170.41",$24.49,"$16,194.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8318-1,8/11/2021,Harshit Kumar,"Cedarwood Parkway, Building E, by Rivercrest Park",Delhi,Delhi,Small Business,Sanjay Joshi,High,Trauma bags  ,Consumables,Large Pack,Regular Air,10/9/2021,1.76,$2.94,1.18,39,$68.64,4%,$2.75,$65.89,$0.81,$66.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8319-1,8/11/2021,Hemant Yadav,"Pinecrest Boulevard, Building F, near Greenfield Gardens",Kolkata,Kolkata,Consumer,Karan Iyer,High,Emergency stretchers  ,Pharmaceuticals,Jumbo Pack,Express Air,9/3/2021,10.07,$15.98,5.91,7,$70.49,4%,$2.82,$67.67,$4.00,$71.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8320-1,8/12/2021,Isha Rathi,"Maplewood Avenue, Building D, opposite Oak Park",Delhi,Delhi,Corporate,Aditi Kapoor,Not Specified,Wheelchairs  ,Pharmaceuticals,Small pack,Regular Air,8/31/2021,6.51,$30.98,24.47,8,$52.08,6%,$3.12,$48.96,$6.50,$55.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8321-1,8/14/2021,Ishita Mehta,"Shady Pine Drive, Building C, near Crystal Ridge",Mumbai,Maharashtra,Corporate,Vikram Sharma,Medium,Hospital beds  ,Pharmaceuticals,Medium pack,Regular Air,10/10/2021,3.75,$7.08,3.33,48,$180.00,3%,$5.40,$174.60,$2.35,$176.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8322-1,8/15/2021,Jai Kumar,"Cedar Falls Lane, Building E, near River Oaks",Mumbai,Maharashtra,Consumer,Neha Gupta,High,Oxygen concentrators  ,Medical equipment,Small pack,Express Air,8/30/2021,3.5,$5.74,2.24,32,$112.00,8%,$8.96,$103.04,$5.01,$108.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8323-1,8/21/2021,Jasmin Patel,"Oak Ridge Parkway, Building F, near Golden View",Kolkata,Kolkata,Home Office,Karan Iyer,Not Specified,Defibrillators  ,Consumables,Medium pack,Regular Air,9/15/2021,2.18,$3.52,1.34,38,$82.84,9%,$7.46,$75.38,$6.83,$82.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8324-1,8/22/2021,Kavita Yadav,"Pinehill Crescent, Building C, by Crystal Park",Delhi,Delhi,Home Office,Sneha Kumar,Low,Electrocardiogram (ECG) machines  ,Medical equipment,Large Pack,Regular Air,8/23/2021,10.07,$15.98,5.91,6,$60.42,10%,$6.04,$54.38,$4.00,$58.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8325-1,8/23/2021,Keshav Kumar,"Redwood Lane, Building D, near Oakwood Gardens",Mumbai,Maharashtra,Small Business,Anjali Mehta,Low,Patient monitors  ,Consumables,Jumbo Pack,Express Air,9/14/2021,3.53,$8.62,5.09,8,$28.24,0%,$0.00,$28.24,$4.50,$32.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8326-1,8/24/2021,Kiran Mehta,"River Valley Road, Building A, opposite Pine Ridge",Kolkata,Kolkata,Small Business,Vikram Sharma,High,Infusion pumps  ,Pharmaceuticals,Large Pack,Express Air,10/5/2021,84.22,$210.55,126.33,2,$168.44,5%,$8.42,$160.02,$9.99,$170.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8327-1,8/24/2021,Kirti Yadav,"Willow Ridge Boulevard, Building E, near Cedar",Delhi,Delhi,Corporate,Aditi Kapoor,Low,Surgical lights  ,Consumables,Small pack,Regular Air,9/16/2021,1.09,$1.82,0.73,42,$45.78,8%,$3.66,$42.12,$1.00,$43.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8328-1,8/24/2021,Komal Yadav,"Pinewood Road, Building B, near Sunset Hills",Mumbai,Maharashtra,Small Business,Pooja Nair,Critical,Ventilators  ,Pharmaceuticals,Medium pack,Regular Air,10/20/2021,16.8,$40.97,24.17,28,$470.40,4%,$18.82,$451.58,$8.99,$460.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8329-1,8/26/2021,Kunal Sharma,"Maple Springs Drive, Building C, by River Glen",Kolkata,Kolkata,Corporate,Anjali Mehta,Medium,Ultrasound machines  ,Medical equipment,Large Pack,Regular Air,10/7/2021,52.04,$83.93,31.89,3,$156.12,0%,$0.00,$156.12,$19.99,$176.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8330-1,8/26/2021,Lakshman Rathi,"Shadybrook Avenue, Building E, opposite Maple View",Delhi,Delhi,Corporate,Arjun Desai,Not Specified,X-ray machines  ,Consumables,Jumbo Pack,Regular Air,10/9/2021,2.29,$3.69,1.4,39,$89.31,3%,$2.68,$86.63,$0.50,$87.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
